,Noise_Type,Kurtosis_Wiener_R,Kurtosis_Wiener_G,Kurtosis_Wiener_B,Kurtosis_Median_R,Kurtosis_Median_G,Kurtosis_Median_B,Skewness_Wiener_R,Skewness_Wiener_G,Skewness_Wiener_B,Skewness_Median_R,Skewness_Median_G,Skewness_Median_B
0,0,116.41756577653504,123.83290806940425,170.37335078278517,-1.0258693865440924,-1.0176127583243313,-1.074525117564,9.159926868298449,9.255392670595278,10.050270419707864,0.986559920046031,0.9907328510859035,0.9615693832491979
1,1,56.80809737607396,72.8220257407809,77.99199707512032,-1.9657730519549295,-1.9701544795292236,-1.956837045103775,4.502954169432686,5.240708987556162,4.256746188312081,0.15222689098902628,0.1372987677336359,0.17832358398125697
2,3,65.04357198810567,565.2595754413347,59.817522284498,-1.962818346754278,-1.9488350558083505,-1.9542615588242869,3.820881758417903,9.94513498189819,2.819017461217839,0.14898194134451312,0.04107059538093434,0.1746259796398472
3,0,104.54283092481246,105.94521384092283,104.60550974233747,-1.1693384773373985,-1.1737818177034316,-1.3194295005729477,8.660537974624276,8.700979005088994,8.606217714884538,0.9107236831409631,0.908291455693879,0.8242339260659624
4,1,57.23781628376863,81.83063724963942,58.95875079913968,-1.9642152331701481,-1.9613031928039952,-1.953277100073468,4.965782895050885,5.92551266154571,5.32709019735126,0.15503958817843186,0.16406074690441982,0.18718712362505993
5,3,25.41745014076098,440.05697988785533,55.01971130448893,-1.9627576487688538,-1.1679544160382676,-1.9530190644671108,2.5909325600575,8.591888354783501,3.890559281708986,0.14609410626994068,-0.891038212318561,0.17734551224982856
6,0,102.25738726674658,99.19659395043051,103.23807363324327,-1.018386526923782,-1.0097927760036571,-1.2035626093337328,8.84780127571367,8.796849883363336,8.770453037708656,0.9904509058704319,0.9947868867694203,0.8920877338294343
7,1,67.33545742288885,53.87775963054527,51.468584198677284,-1.9638032635040457,-1.971623077821655,-1.9711946049997036,5.415427993633792,5.383236480941669,5.082667952508931,0.15861053144067724,0.13177006941659422,0.13280927037719795
8,3,104.67064775020356,66.82303860302909,80.07917270325446,-1.9634086213508788,3.20486970593291,-1.966492336090781,4.384959051027038,3.9295797139564668,4.256045311678479,0.14803212533835472,-2.2388047832861115,0.13531961791899239
9,0,97.44476700531928,97.02954993530268,111.14176268461289,-0.9789684042690521,-1.0117288426466224,-1.150992492748805,8.708065409745036,8.740077931542622,8.597420769493349,1.0101328821447673,0.9937891262197655,0.9210482993851274
10,1,58.86810392006383,53.405316551587084,78.94207050788407,-1.9617409532709358,-1.9637765393896398,-1.974413456775211,5.186985795345676,5.369279671763723,4.2287095951998115,0.16461899916770242,0.15846943264636107,0.11992728366283896
